크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
기타스탭,㈜싸이더스,콘텐츠유통,부가판권,,K28908
기타스탭,장강석,카메라,서울무비웍스,8074,K28908
기타스탭,홍진기,카메라,서울무비웍스,215600,K28908
기타스탭,최종훈,카메라,서울무비웍스,224033,K28908
기타스탭,이수희,카메라,서울무비웍스,214510,K28908
기타스탭,김용복,Grip장비,용그립,224018,K28908
기타스탭,신재연,보조출연,더 베스트 이엔엠,172227,K28908
기타스탭,박선옥,보조출연,더 베스트 이엔엠,174307,K28908
기타스탭,이진보,보조출연,아프로 엔터테인먼트,206167,K28908
기타스탭,서태정,소품차량,비앤씨네트웍스,,K28908
기타스탭,장영재,보험,,,K28908
기타스탭,임규연,캐스팅디렉터,,,K28908
기타스탭,이현경,캐스팅지원,그룹 티아이,206006,K28908
기타스탭,동일건축,제작지원,,,K28908
기타스탭,조창호,로케이션 지원,전주영상위원회,218047,K28908
기타스탭,이정우,로케이션 지원,전주영상위원회,218474,K28908
기타스탭,이태령,로케이션 지원,경기콘텐츠진흥원 경기영상위원회,222281,K28908
기타스탭,이경재,로케이션 지원,경기관광공사,,K28908
연출부,김민혁,,,,K33064
출연,현석준,,,218052,K33068
출연,이우현,,,,K33068
출연,도경연,,,,K33068
감독,정유안,,,,K33068
출연,김세현,김세현,,,K33070
출연,이희라,이희라,,,K33070
출연,고정민,고정민,,,K33070
출연,김예린,김예린,,,K33070
출연,유가현,유가현,,,K33070
출연,장지영,장지영,,,K33070
출연,김준희,김준희,,,K33070
출연,박민서,박민서,,,K33070
출연,배하은,배하은,,,K33070
출연,이가현,이가현,,,K33070
출연,최연우,최연우,,,K33070
출연,허은새,허은새,,,K33070
촬영팀,최현호,,,211937,K33068
촬영팀,강정훈,,,213776,K33068
촬영팀,조영준,,,217896,K33068
촬영팀,Joshua Wera,,,,K33068
촬영팀,양혜영,,,,K33068
촬영팀,이준혁,,,206424,K33068
촬영팀,황세원,,,,K33068
촬영팀,전진융,촬영지원,,221208,K33068
촬영팀,이복규,촬영지원,,,K33068
촬영팀,김태우,촬영지원,,,K33068
촬영팀,김주연,촬영지원,,135248,K33068
촬영팀,문경진,촬영지원,,213183,K33068
촬영팀,송현범,촬영지원,,222146,K33068
조감독,장윤희,,,,K33071
촬영팀,신승민,,,221223,K33071
촬영팀,김은경,,,,K33071
촬영팀,박종우,,,,K33071
촬영팀,이제연,,,,K33071
예고편,서효경,예고편 제작,PEEPS,213616,K24546
예고편,조재은,예고편 제작,PEEPS,202500,K24546
예고편,이정은,예고편 제작,PEEPS,222083,K24546
예고편,조수연,예고편 사운드,Mrs.Jo,212039,K24546
예고편,고승희,예고편 사운드,Mrs.Jo,185971,K24546
포스터,조원진,포스터사진,스튜디오 박스,36503,K24546
촬영,한흥석,,,168729,K30459
촬영팀,박찬종,,,,K30459
조감독,김규석,,,,K30459
메이킹,박대환,,,162047,K30459
마케팅/홍보팀,김세형,온라인 광고 마케팅,ZNE㈜제스타드,201161,A10484
마케팅/홍보팀,김내은,광고디자인,길티플레져,169410,A10484
마케팅/홍보팀,우민혁,광고디자인,길티플레져,169409,A10484
제작자,이현정,,,44322,K30460
제작자,배민경,,,,K30460
촬영,박주영,,,171951,K30460
촬영,정세연,,,175522,K30460
예고편,이동근,예고편,줌 ZOOM,161792,A10484
예고편,이창준,예고편,줌 ZOOM,12608,A10484
예고편,김주희,예고편,줌 ZOOM,211780,A10484
예고편,김정은,예고편,줌 ZOOM,212280,A10484
예고편,김서현,예고편,줌 ZOOM,213560,A10484
예고편,이택수,예고편,줌 ZOOM,222088,A10484
예고편,나상인,예고편 사운드,사운드퍼퓸,35302,A10484
음악,김시우,,,,K30460
음악,정세연,,,175522,K30460
편집,정은영,,,,K30460
각본,이준호,,,50186,K30462
기타스탭,박은진,해외사업,쇼박스,218884,A10484
기타스탭,동지연,투자책임,,216797,A10484
기타스탭,김은선,투자기획,,,A10484
기타스탭,정다솔,투자기획,,,A10484
기타스탭,정경석,기획책임,,163381,A10484
기타스탭,이연지,기획책임,,197415,A10484
기타스탭,이미나,기획책임,,214393,A10484
기타스탭,정효영,마케팅 총괄,kt seezn,,A10484
기타스탭,김지영,마케팅 책임,kt seezn,,A10484
기타스탭,이지연,마케팅 책임,kt seezn,,A10484
기타스탭,나종현,마케팅 책임,kt seezn,,A10484
기타스탭,이상윤,콘텐츠 제작본부,쇼박스,,A10484
기타스탭,김지혜,CP1,쇼박스,,A10484
기타스탭,박세영,CP1,쇼박스,,A10484
기타스탭,이소현,CP1,쇼박스,,A10484
기타스탭,김도성,CP1,쇼박스,,A10484
기타스탭,백승원,CP1,쇼박스,,A10484
기타스탭,이창현,CP2,쇼박스,,A10484
기타스탭,김정민,CP2,쇼박스,,A10484
기타스탭,박누리,CP2,쇼박스,,A10484
기타스탭,박정주,CP2,쇼박스,,A10484
기타스탭,정수진,CP3,쇼박스,,A10484
기타스탭,장민석,CP3,쇼박스,,A10484
기타스탭,김지수,CP3,쇼박스,,A10484
기타스탭,김혜성,CP3,쇼박스,,A10484
기타스탭,남다정,CP3,쇼박스,,A10484
기타스탭,최성구,CP3,쇼박스,,A10484
기타스탭,박채령,CP3,쇼박스,,A10484
기타스탭,김윤아,콘텐츠 LAB,쇼박스,,A10484
기타스탭,차예현,콘텐츠 LAB,쇼박스,222104,A10484
기타스탭,안소정,기획지원,쇼박스,163215,A10484
기타스탭,김경훈,기획지원,쇼박스,191412,A10484
기타스탭,이규범,기획지원,쇼박스,218880,A10484
기타스탭,서민지,배급전략,쇼박스,214394,A10484
기타스탭,이성국,배급전략,쇼박스,199526,A10484
기타스탭,김진형,배급전략,쇼박스,218878,A10484
기타스탭,윤형민,디지털 유통,쇼박스,204139,A10484
기타스탭,서혜지,디지털 유통,쇼박스,196210,A10484
기타스탭,노재원,디지털 유통,쇼박스,218879,A10484
기타스탭,서주희,디지털 유통,쇼박스,218881,A10484
기타스탭,조수빈,홍보,쇼박스,218876,A10484
기타스탭,권혜림,홍보,쇼박스,218877,A10484
기타스탭,박연수,홍보,쇼박스,218882,A10484
기타스탭,안정원,해외사업,쇼박스,1094,A10484
촬영,황교욱,,,,K30429
감독,양소영,,,,A11409
출연,Julia Kathriner,,,,A11409
의상/분장팀,조혜림,의상팀,,207674,K24546
의상/분장팀,김누리,의상팀,,35790,K24546
의상/분장팀,김소연,의상지원,,46478,K24546
의상/분장팀,이주희,의상지원,,33009,K24546
의상/분장팀,이수,헤어실장,,194576,K24546
의상/분장팀,이영애,헤어팀장,제리,,K24546
의상/분장팀,박솔잎,분장팀,,,K24546
의상/분장팀,김현지,분장팀,,195217,K24546
의상/분장팀,이희은,특수분장 실장,,9050,K24546
의상/분장팀,이효응,특수분장 팀장,,186305,K24546
의상/분장팀,김호식,특수분장 팀장,,166512,K24546
의상/분장팀,박영무,특수분장팀,,191781,K24546
의상/분장팀,박신영,특수분장팀,,195513,K24546
의상/분장팀,박소연,특수분장팀,,204108,K24546
의상/분장팀,정다운,특수분장팀,,216154,K24546
의상/분장팀,허윤,특수분장팀,,211221,K24546
의상/분장팀,김유선,특수분장팀,,211651,K24546
의상/분장팀,남윤서,특수분장팀,,206831,K24546
의상/분장팀,강정윤,특수분장팀,,216153,K24546
의상/분장팀,윤희준,특수분장팀,,216151,K24546
출연,김하영,김하올드(사장),,,K30433
기타스탭,김예은,안무,,,A11410
의상/분장팀,방수인,의상팀장,,202873,K24546
출연,이예은,삼예은(점장),,,K30433
출연,이지현,"일지현(편의점알바),하드현(휴대폰가게직원)",,,K30433
출연,이윤지,김여주,,,K30433
출연,하지연,"어머니, 나레이션",,,K30433
각본,이기욱,,,,K30929
기획,류대건,,,,K30929
각본,황교욱,,,,K30429
촬영팀,김성민,,,,K30372
촬영팀,박안나,,,,K30372
기획,황교욱,,,,K30429
의상/분장팀,김수정,,,,K30929
의상/분장팀,이현주,,,,K30929
의상/분장팀,최연희,,,,K30929
소품,진훈,,채움,164019,K21582
감독,이기욱,,,,K30929
음악,Chris Lee,,,,K30929
연출부,이동욱,,,,K30931
연출부,이민준,,,,K30931
연출부,김상건,,,,K30931
연출부,이현우,,,,K30931
연출부,정주성,,,,K30931
촬영,이하륜,,,,K30929
촬영팀,김윤상,,,,K30929
촬영팀,안창용,,,,K30929
배급자,류상헌,배급책임,,201499,K21582
촬영,김태수,,C.G.K,46411,K21582
특수효과,홍장표,,이펙트스톰,9753,K21582
각색,오은찬,,,,K30929
동시녹음,최재원,,,,K30929
스틸,차민정,,사운드퍼퓸,164952,K21582
사운드팀,박종훈,붐 오퍼레이터,,,K24599
조감독,권순우,,,,K30717
조감독,민예담,,,,K30717
조감독,김민진,,,,K30717
조감독,김한별,,,,K30717
조감독,노휘연,,,,K30717
조감독,최지운,,,,K30717
조감독,임석주,,,,K30718
감독,최휘준,,,,K30719
출연,전민정,주인공,,,K30717
스크립터,박수진,,,,K30719
포스터,펄럭펄럭,,,,K24599
감독,최금철,,,222300,A11567
감독,문선영,,,,A11567
기타스탭,염지민,번역,,,K24599
기타스탭,이지원,번역,,,K24599
각본,최휘준,,,,K30719
제작부,이지원,제작PD,,194505,K24599
기타스탭,한국양성평등교육진흥원,제작지원,,,K24599
기타스탭,서울국제여성영화제,제작지원,,,K24599
제작자,서지수,,,,K30719
감독,강희정,,,,A11569
제작자,김재찬,제작총괄,,,K23364
감독,심재혜,,,222321,A11565
제작자,이수성,,,38790,K23364
제작부,오민석,,,,K24599
사운드(음향),김동명,,,218765,K24599
제작부,원성진,라인피디,,185407,K23364
제작부,지상화,라인피디,,222432,K23364
제작부,조수현,,,217037,K23364
촬영팀,조서흠,,,221126,K23364
감독,이재진,,,,K30980
소품팀,이석재,소품팀장,,202684,K21582
스크립터,황지혜,,,,K24599
촬영,백승찬,,,,K24599
소품팀,채지혜,,,212518,K21582
소품팀,조윤빈,,,219314,K21582
소품팀,김형권,,,222538,K21582
소품팀,임효영,,,,K21582
소품팀,정성진,소품지원,,219045,K21582
소품팀,최우성,소품지원,,219131,K21582
촬영팀,문경진,,,213183,K33071
촬영팀,배경근,,,222168,K33071
촬영팀,이예신,,,222170,K33071
촬영팀,공원준,,,,K33071
제작자,곽하람,,,,K33071
제작부,고은양,,,,K33071
제작부,최나혜,,,,K33071
편집,조유채,,,,K33071
사운드(음향),공상혁,믹싱,,,K33071
음악,손성락,,,,K33071
동시녹음,김현진,,,,K33071
동시녹음,박준혁,,,,K33071
출연,김금순,,,141181,K27501
출연,신준석,,,,K27501
출연,이주연,,,,K27501
출연,강재현,,,,K27501
출연,전수민,,,,K27501
출연,양진,,,,K27501
각본,황다슬,,,206009,K27501
조감독,임용현,,,220817,K17539
음악,김민규,,,,K21256
동시녹음,김승현,,,224200,K21256
음악,조영아,,,,K21256
동시녹음,이명철,,,83745,K21256
동시녹음,홍성화,,,219051,K21256
제작자,김영덕,,,45906,K17968
색보정,정운천,,,78054,K17968
출연,김보경,,,,K33079
출연,?思童,,,,K33079
미술팀,김수림,,,219448,K17968
음악팀,서툰,기타연주,,,K17968
감독,민소정,,,214934,K33079
조감독,이윤정,,,,K19604
연출부,이정민,,,,K19604
연출부,조영주,,,,K33080
연출부,홍선혜,,,,K33080
연출부,강동인,,,222167,K33080
연출부,서정미,,,220696,K33080
제작자,성스러운,,,221506,K33080
제작부,김재경,,,215289,K33080
제작부,이수형,,,144359,K33080
촬영,임치훈,,,199279,K33080
조명,임치훈,,,199279,K33080
촬영팀,장요한,,,223569,K33080
촬영팀,김제덕,,,,K33080
촬영팀,전시형,,,203470,K33080
촬영팀,조현서,,,219138,K33080
촬영팀,강정훈,,,213776,K33080
동시녹음,이명철,,,83745,K33080
편집,정지윤,,,182583,K33080
기타스탭,Acam,촬영장비,,,K33080
기타스탭,베스트 연기 학원,보조출연,,,K33080
기타스탭,서울 일신 초등학교,장소협조,,,K33080
감독,박억,,,,K33081
각본,박억,,,,K33081
편집,박억,,,,K33081
프로듀서,이희구,,,201834,K33081
촬영,류도준,,,,K33081
촬영,이지민,,,165215,K33082
촬영팀,강정훈,촬영/조명부,,213776,K33082
촬영팀,변지호,촬영/조명부,,,K33082
촬영팀,김무규,촬영/조명부,,204690,K33082
촬영팀,정운천,촬영/조명부,,78054,K33082
촬영팀,김혜경,촬영/조명부,,176932,K33082
촬영팀,허나윤,촬영/조명부,,,K33082
조감독,안정원,,,,K33082
제작자,여선화,,,207817,K33082
제작부,김지희,,,,K33082
제작부,김시진,,,212506,K33082
기타스탭,이지윤,해외사업,쇼박스,206064,A10484
기타스탭,정세희,해외사업,쇼박스,214818,A10484
기타스탭,손채민,해외사업,쇼박스,222100,A10484
기타스탭,한영,북경수박사문화발전유한공사,쇼박스,222101,A10484
기타스탭,이정아,북경수박사문화발전유한공사,쇼박스,222102,A10484
기타스탭,장춘화,북경수박사문화발전유한공사,쇼박스,222103,A10484
기타스탭,김준석,투자회계,쇼박스,221577,A10484
기타스탭,이광진,투자회계,쇼박스,212443,A10484
기타스탭,이한숙,투자회계,쇼박스,221575,A10484
기타스탭,김종혁,투자회계,쇼박스,199525,A10484
기타스탭,우수림,투자회계,쇼박스,214396,A10484
기타스탭,이우철,투자회계,쇼박스,221576,A10484
기타스탭,이제용,관리지원,쇼박스,214397,A10484
기타스탭,우연,관리지원,쇼박스,174516,A10484
기타스탭,라선웅,관리지원,쇼박스,222099,A10484
기타스탭,강윤주,관리지원,쇼박스,222098,A10484
기타스탭,전석진,관리지원,쇼박스,214398,A10484
기타스탭,안병걸,법률자문,법무법인 하온,197396,A10484
기타스탭,박지복,제작관리,래몽래인,,A10484
기타스탭,문성준,제작관리,래몽래인,,A10484
기타스탭,박선희,제작회계,래몽래인,,A10484
기타스탭,이경아,제작회계,래몽래인,,A10484
기타스탭,조규영,제작회계,래몽래인,,A10484
기타스탭,이동현,제작지원,서울영상위원회,44337,A10484
기타스탭,Ape 이수한,일러스트,,,A10484
기타스탭,박윤슬,영어번역,,,A10484
기타스탭,㈜무비파킹,카메라장비대여,,,A10484
기타스탭,㈜신영필름,카메라장비대여,,,A10484
연출부,이지원,,,,K21961
제작자,한지수,,,,K21961
편집,구나현,,,,K21961
사운드팀,김길남,붐 오퍼레이터,,180869,K21582
사운드팀,서정현,붐 어시스턴트,,,K21582
사운드팀,김채현,현장지원,,214377,K21582
음악팀,박성훈,Orchestration,,205240,K21582
음악팀,곽정신,녹음&믹싱,,170103,K21582
음악팀,Vibe studio,녹음&믹싱,,,K21582
음악팀,이정은,Music Presentation,,130114,K21582
음악팀,Grape Music,Music Presentation,,,K21582
음악팀,융,스트링스,,,K21582
음악팀,이성렬,기타,,188543,K21582
음악팀,김효섭,Additional Music,,,K21582
음악팀,이현주,Additional Music,,170482,K21582
음악팀,유정우,Special Thanks,연세영상음악원,,K21582
음악팀,이지형,Special Thanks,Leeway music&media,181864,K21582
스크립터,이주,,[괴물]/[유령],,K22609
스크립터,이지문,,[유령],,K22609
색보정,성근환,,,217967,K26307
사운드팀,monocon,포스트 프로덕션 사운드 서비스,,,K21582
사운드팀,김창섭,Re-recording Mixer,,7423,K21582
사운드팀,MNL,Dialogue Editor,,,K21582
사운드팀,한주희,ADR mixer,,162928,K21582
사운드팀,문철우,사운드 FX 에디터,,151442,K21582
사운드팀,김창섭,사운드 FX 에디터,,7423,K21582
사운드팀,김태하,폴리 수퍼바이저,,8755,K21582
사운드팀,이승호,폴리 아티스트,,79076,K21582
스크립터,유재인,,[자유인],,K22609
연출부,이지문,,[괴물],,K22609
연출부,조기현,,[괴물],,K22609
연출부,김재원,,[유령],,K22609
연출부,강은정,연출팀 지원,[자유인],,K22609
연출부,조은별,연출팀 지원,[자유인],,K22609
연출부,허지운,연출팀 지원,[자유인],,K22609
사운드팀,H brothers studio,폴리 스테이지,,,K21582
